total_games,seasons_covered,duplicate_games_flagged_upstream,missing_required_fields_flagged_upstream,pct_verified,pct_source_variance,pct_source_conflict,pct_single_source,pct_missing,ats_spot_check_status,unresolved_source_conflicts,gate_recommendation
10374,"2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",0,1,59.15,7.87,0.57,31.82,0.6,60/60 confirmed correct,59,"REVIEW — small number of missing fields found, run find_missing_field_games.py and confirm each is a legitimate cancellation/postponement (not a data bug) before proceeding; also confirm unresolved source conflicts are acceptable"
