game_id,season,home_team,away_team,date,cfbd_closing_spread,sbro_closing_spread,closing_spread_difference,market_data_quality_flag,cfbd_opening_spread,sbro_opening_spread,opening_spread_difference,opening_line_confidence
401635575,2024,Pittsburgh,California,2024-10-12,3.5,,,single_source,3.5,,,
401643828,2024,UL Monroe,Texas State,2024-11-09,9.5,,,single_source,7.75,,,
401628444,2024,Clemson,South Carolina,2024-11-30,2.75,,,single_source,3.5,,,
401636896,2024,West Virginia,Iowa State,2024-10-13,3.0,,,single_source,3.25,,,
401643829,2024,Southern Miss,Marshall,2024-11-09,13.5,,,single_source,13.25,,,
401629045,2024,North Texas,Army,2024-11-09,6.5,,,single_source,4.75,,,
401643826,2024,James Madison,Georgia State,2024-11-09,14.5,,,single_source,16.5,,,
401636921,2024,Texas Tech,Colorado,2024-11-09,4.75,,,single_source,3.0,,,
401629037,2024,UAB,UConn,2024-11-09,7.5,,,single_source,6.25,,,
401636938,2024,Colorado,Oklahoma State,2024-11-29,15.75,,,single_source,16.5,,,
401628544,2024,Rutgers,Minnesota,2024-11-09,6.5,,,single_source,6.0,,,
401628439,2024,Georgia,Georgia Tech,2024-11-30,17.25,,,single_source,20.0,,,
401635578,2024,Virginia,Louisville,2024-10-12,7.0,,,single_source,7.5,,,
401645376,2024,Tulane,Memphis,2024-11-29,13.0,,,single_source,13.25,,,
401635623,2024,Syracuse,Miami,2024-11-30,12.0,,,single_source,10.5,,,
401641021,2024,UTEP,Kennesaw State,2024-11-09,4.5,,,single_source,3.5,,,
401628541,2024,Indiana,Michigan,2024-11-09,14.5,,,single_source,11.75,,,
401645364,2024,Tulane,Temple,2024-11-09,25.75,,,single_source,25.5,,,
401636895,2024,UCF,Cincinnati,2024-10-12,2.25,,,single_source,5.5,,,
401643827,2024,Louisiana,Arkansas State,2024-11-09,14.0,,,single_source,13.75,,,
401628512,2024,Iowa,Washington,2024-10-12,2.75,,,single_source,3.75,,,
401628385,2024,Alabama,South Carolina,2024-10-12,21.25,,,single_source,21.75,,,
401628446,2024,Vanderbilt,Tennessee,2024-11-30,10.0,,,single_source,10.5,,,
401643755,2024,Oregon State,San José State,2024-11-09,3.0,,,single_source,3.75,,,
401628418,2024,Vanderbilt,South Carolina,2024-11-09,6.0,,,single_source,2.5,,,
401641004,2024,Louisiana Tech,Jacksonville State,2024-11-09,10.0,,,single_source,10.0,,,
401636920,2024,TCU,Oklahoma State,2024-11-10,10.5,,,single_source,10.0,,,
401628546,2024,Penn State,Washington,2024-11-10,13.5,,,single_source,13.75,,,
401636893,2024,BYU,Arizona,2024-10-12,2.75,,,single_source,2.25,,,
401628443,2024,Missouri,Arkansas,2024-11-30,3.0,,,single_source,3.25,,,
401641036,2024,New Mexico State,Western Kentucky,2024-11-09,18.0,,,single_source,18.5,,,
401635621,2024,SMU,California,2024-11-30,12.5,,,single_source,11.5,,,
401636941,2024,Baylor,Kansas,2024-11-30,1.25,,,single_source,2.25,,,
401628543,2024,Oregon,Maryland,2024-11-10,24.0,,,single_source,25.75,,,
401628416,2024,Tennessee,Mississippi State,2024-11-10,26.25,,,single_source,23.5,,,
401636932,2024,Kansas,Colorado,2024-11-23,2.0,,,single_source,2.5,,,
401645372,2024,North Texas,East Carolina,2024-11-23,2.5,,,single_source,2.75,,,
401643751,2024,Air Force,Fresno State,2024-11-10,9.75,,,single_source,10.75,,,
401643753,2024,Hawai'i,UNLV,2024-11-10,12.75,,,single_source,13.25,,,
401643756,2024,Washington State,Utah State,2024-11-10,20.25,,,single_source,20.25,,,
401628413,2024,LSU,Alabama,2024-11-10,2.75,,,single_source,2.0,,,
401628542,2024,UCLA,Iowa,2024-11-09,6.5,,,single_source,5.75,,,
401628545,2024,Ohio State,Purdue,2024-11-09,37.25,,,single_source,38.25,,,
401634773,2024,Wake Forest,California,2024-11-09,7.0,,,single_source,7.0,,,
401636922,2024,Utah,BYU,2024-11-10,3.0,,,single_source,10.5,,,
401643754,2024,San Diego State,New Mexico,2024-11-09,1.25,,,single_source,3.0,,,
401643825,2024,Coastal Carolina,App State,2024-11-08,2.5,,,single_source,1.5,,,
401644760,2024,Central Michigan,Bowling Green,2024-11-06,15.75,,,single_source,11.0,,,
401645361,2024,East Carolina,Florida Atlantic,2024-11-08,7.5,,,single_source,7.75,,,
401635616,2024,Florida State,Charleston Southern,2024-11-23,33.0,,,single_source,,,,
401644688,2024,Ball State,Miami (OH),2024-11-06,13.0,,,single_source,11.0,,,
