game_id,season,week,date,home_team,away_team,home_score,away_score,winner,opening_spread,opening_spread_source,line_movement_source,closing_spread_sbro,closing_spread_cfbd,closing_spread_final,closing_spread_difference,line_movement_signed,market_data_quality_flag,favorite,underdog,favorite_cover,ats_result
400548403,2014,1,2014-08-27,Georgia State,Abilene Christian,38,37,Georgia State,,,,6.0,,6.0,,,single_source,,,,no_line
400548402,2014,1,2014-08-28,South Carolina,Texas A&M,28,52,Texas A&M,11.0,sbro,sbro_same_source,9.0,9.5,9.0,0.5,2.0,verified,South Carolina,Texas A&M,False,underdog_cover
400547829,2014,1,2014-08-28,UL Monroe,Wake Forest,17,10,UL Monroe,,,,,5.0,5.0,,,single_source,Wake Forest,UL Monroe,False,underdog_cover
400548090,2014,1,2014-08-28,Akron,Howard,41,0,Akron,21.5,sbro,sbro_same_source,25.5,21.0,,4.5,-4.0,source_variance,,,,no_line
400548091,2014,1,2014-08-28,Northern Illinois,Presbyterian,55,3,Northern Illinois,,,,,38.0,38.0,,,single_source,Northern Illinois,Presbyterian,True,favorite_cover
400548092,2014,1,2014-08-28,Central Michigan,Chattanooga,20,16,Central Michigan,10.5,sbro,sbro_same_source,10.5,11.5,10.5,1.0,0.0,verified,Central Michigan,Chattanooga,False,underdog_cover
400547960,2014,1,2014-08-28,Minnesota,Eastern Illinois,42,20,Minnesota,,,,17.5,,17.5,,,single_source,,,,no_line
400548256,2014,1,2014-08-28,Utah,Idaho State,56,14,Utah,41.0,sbro,sbro_same_source,40.5,41.0,40.5,0.5,0.5,verified,Utah,Idaho State,True,favorite_cover
400547647,2014,1,2014-08-29,Tulsa,Tulane,38,31,Tulsa,3.5,sbro,sbro_same_source,5.0,4.5,5.0,0.5,-1.5,verified,Tulsa,Tulane,True,favorite_cover
400548404,2014,1,2014-08-29,New Mexico State,Cal Poly,28,10,New Mexico State,7.0,sbro,sbro_same_source,7.5,7.0,7.5,0.5,0.5,verified,Cal Poly,New Mexico State,False,underdog_cover
400548169,2014,1,2014-08-29,Ole Miss,Boise State,35,13,Ole Miss,,,,,9.5,9.5,,,single_source,Ole Miss,Boise State,True,favorite_cover
400547993,2014,1,2014-08-29,Washington State,Rutgers,38,41,Rutgers,9.5,sbro,sbro_same_source,7.5,7.5,7.5,0.0,2.0,verified,Washington State,Rutgers,False,underdog_cover
400553383,2014,1,2014-08-29,San José State,North Dakota,42,10,San José State,24.5,sbro,sbro_same_source,24.0,27.0,,3.0,0.5,source_variance,,,,no_line
400548255,2014,1,2014-08-29,Arizona State,Weber State,45,14,Arizona State,46.0,sbro,sbro_same_source,46.0,45.5,46.0,0.5,0.0,verified,Arizona State,Weber State,False,underdog_cover
400547640,2014,1,2014-08-29,Vanderbilt,Temple,7,37,Temple,16.5,sbro,sbro_same_source,8.5,8.5,8.5,0.0,8.0,verified,Vanderbilt,Temple,False,underdog_cover
400547641,2014,1,2014-08-29,UConn,BYU,10,35,BYU,17.0,sbro,sbro_same_source,14.5,15.5,14.5,1.0,-2.5,verified,BYU,UConn,True,favorite_cover
400547815,2014,1,2014-08-29,Syracuse,Villanova,27,26,Syracuse,,,,14.5,14.0,14.5,0.5,,verified,Syracuse,Villanova,False,underdog_cover
400548003,2014,1,2014-08-29,Western Kentucky,Bowling Green,59,31,Western Kentucky,7.0,sbro,sbro_same_source,7.0,7.5,7.0,0.5,0.0,verified,Bowling Green,Western Kentucky,False,underdog_cover
400547952,2014,1,2014-08-29,Michigan State,Jacksonville State,45,7,Michigan State,,,,34.5,27.5,,7.0,,source_variance,,,,no_line
400548171,2014,1,2014-08-30,Colorado,Colorado State,17,31,Colorado State,3.0,sbro,sbro_same_source,2.5,3.0,2.5,0.5,0.5,verified,Colorado,Colorado State,False,underdog_cover
400547644,2014,1,2014-08-30,Houston,UTSA,7,27,UTSA,12.5,sbro,sbro_same_source,8.0,12.5,,4.5,4.5,source_variance,,,,no_line
400548177,2014,1,2014-08-30,Arizona,UNLV,58,13,Arizona,,,,,22.0,22.0,,,single_source,Arizona,UNLV,True,favorite_cover
400547642,2014,1,2014-08-30,UCF,Penn State,24,26,Penn State,0.0,sbro,sbro_same_source,2.5,1.75,2.5,0.75,-2.5,verified,UCF,Penn State,False,underdog_cover
400548010,2014,1,2014-08-30,UAB,Troy,48,10,UAB,0.0,sbro,sbro_same_source,2.0,1.0,2.0,1.0,-2.0,verified,UAB,Troy,True,favorite_cover
400547943,2014,1,2014-08-30,Michigan,App State,52,14,Michigan,34.5,sbro,sbro_same_source,29.5,33.5,,4.0,5.0,source_variance,,,,no_line
400547988,2014,1,2014-08-30,Purdue,Western Michigan,43,34,Purdue,12.5,sbro,sbro_same_source,7.0,7.5,7.0,0.5,5.5,verified,Purdue,Western Michigan,True,favorite_cover
400547808,2014,1,2014-08-30,Pittsburgh,Delaware,62,0,Pittsburgh,,,,,20.0,20.0,,,single_source,Pittsburgh,Delaware,True,favorite_cover
400547820,2014,1,2014-08-30,Virginia,UCLA,20,28,UCLA,23.0,sbro,sbro_same_source,18.5,18.0,18.5,0.5,-4.5,verified,UCLA,Virginia,False,underdog_cover
400547982,2014,1,2014-08-30,Navy,Ohio State,17,34,Ohio State,17.0,sbro,sbro_same_source,13.0,19.5,,6.5,-4.0,source_variance,,,,no_line
400547928,2014,1,2014-08-30,Iowa,Northern Iowa,31,23,Iowa,,,,17.5,19.0,17.5,1.5,,verified,Iowa,Northern Iowa,False,underdog_cover
400548400,2014,1,2014-08-30,Kentucky,UT Martin,59,14,Kentucky,,,,21.5,20.0,21.5,1.5,,verified,Kentucky,UT Martin,True,favorite_cover
400547916,2014,1,2014-08-30,Indiana,Indiana State,28,10,Indiana,,,,33.0,27.0,,6.0,,source_variance,,,,no_line
400547904,2014,1,2014-08-30,Illinois,Youngstown State,28,17,Illinois,,,,17.5,9.0,,8.5,,source_conflict,,,,no_line
400547840,2014,1,2014-08-30,Iowa State,North Dakota State,14,34,North Dakota State,,,,,,,,,missing,,,,no_line
400547772,2014,1,2014-08-30,Georgia Tech,Wofford,38,19,Georgia Tech,,,,28.0,28.0,28.0,0.0,,verified,Georgia Tech,Wofford,False,underdog_cover
400547802,2014,1,2014-08-30,NC State,Georgia Southern,24,23,NC State,23.0,sbro,sbro_same_source,20.5,23.0,,2.5,2.5,source_variance,,,,no_line
400548093,2014,1,2014-08-30,Ball State,Colgate,30,10,Ball State,,,,29.0,27.0,29.0,2.0,,verified,Ball State,Colgate,False,underdog_cover
400548170,2014,1,2014-08-30,Air Force,Nicholls,44,16,Air Force,,,,27.5,14.0,,13.5,,source_conflict,,,,no_line
400548174,2014,1,2014-08-30,Nevada,Southern Utah,28,19,Nevada,,,,24.5,18.0,,6.5,,source_variance,,,,no_line
400547728,2014,1,2014-08-30,Massachusetts,Boston College,7,30,Boston College,14.5,sbro,sbro_same_source,17.0,12.5,,4.5,2.5,source_variance,,,,no_line
400547835,2014,1,2014-08-30,Alabama,West Virginia,33,23,Alabama,26.5,sbro,sbro_same_source,22.0,22.25,22.0,0.25,4.5,verified,Alabama,West Virginia,False,underdog_cover
400547936,2014,1,2014-08-30,Maryland,James Madison,52,7,Maryland,,,,24.5,21.5,,3.0,,source_variance,,,,no_line
400547968,2014,1,2014-08-30,Nebraska,Florida Atlantic,55,7,Nebraska,23.5,sbro,sbro_same_source,20.0,20.25,20.0,0.25,3.5,verified,Nebraska,Florida Atlantic,True,favorite_cover
400548008,2014,1,2014-08-30,Notre Dame,Rice,48,17,Notre Dame,24.0,sbro,sbro_same_source,19.5,19.75,19.5,0.25,4.5,verified,Notre Dame,Rice,True,favorite_cover
400547975,2014,1,2014-08-30,Northwestern,California,24,31,California,12.0,sbro,sbro_same_source,8.0,8.75,8.0,0.75,4.0,verified,Northwestern,California,False,underdog_cover
400548401,2014,1,2014-08-30,Missouri,South Dakota State,38,18,Missouri,,,,25.0,14.0,,11.0,,source_conflict,,,,no_line
400548005,2014,1,2014-08-30,Miami (OH),Marshall,27,42,Marshall,24.0,sbro,sbro_same_source,24.5,24.0,24.5,0.5,0.5,verified,Marshall,Miami (OH),False,underdog_cover
400548094,2014,1,2014-08-30,Buffalo,Duquesne,38,28,Buffalo,,,,27.0,28.0,27.0,1.0,,verified,Buffalo,Duquesne,False,underdog_cover
400548007,2014,1,2014-08-30,Old Dominion,Hampton,41,28,Old Dominion,,,,24.5,22.0,,2.5,,source_variance,,,,no_line
400548179,2014,1,2014-08-30,Wyoming,Montana,17,12,Wyoming,,,,6.0,3.5,,2.5,,source_variance,,,,no_line
400547825,2014,1,2014-08-30,Virginia Tech,William & Mary,34,9,Virginia Tech,,,,22.0,23.0,22.0,1.0,,verified,Virginia Tech,William & Mary,True,favorite_cover
400548258,2014,1,2014-08-30,Oregon State,Portland State,29,14,Oregon State,,,,32.5,35.0,,2.5,,source_variance,,,,no_line
400548259,2014,1,2014-08-30,Stanford,UC Davis,45,0,Stanford,,,,42.5,47.0,,4.5,,source_variance,,,,no_line
400548398,2014,1,2014-08-30,Auburn,Arkansas,45,21,Auburn,21.5,sbro,sbro_same_source,17.0,21.0,,4.0,4.5,source_variance,,,,no_line
400547740,2014,1,2014-08-30,Georgia,Clemson,45,21,Georgia,8.0,sbro,sbro_same_source,9.5,10.0,9.5,0.5,-1.5,verified,Georgia,Clemson,True,favorite_cover
400547795,2014,1,2014-08-30,North Carolina,Liberty,56,29,North Carolina,,,,31.5,26.0,,5.5,,source_variance,,,,no_line
400548097,2014,1,2014-08-30,Kent State,Ohio,14,17,Ohio,3.0,sbro,sbro_same_source,3.0,1.5,3.0,1.5,0.0,verified,Kent State,Ohio,False,underdog_cover
400547751,2014,1,2014-08-30,Duke,Elon,52,13,Duke,,,,38.0,38.0,38.0,0.0,,verified,Duke,Elon,True,favorite_cover
400548095,2014,1,2014-08-30,Eastern Michigan,Morgan State,31,28,Eastern Michigan,,,,16.5,20.0,,3.5,,source_variance,,,,no_line
400548406,2014,1,2014-08-30,Louisiana,Southern,45,6,Louisiana,,,,38.5,38.0,38.5,0.5,,verified,Louisiana,Southern,True,favorite_cover
400547837,2014,1,2014-08-30,TCU,Samford,48,14,TCU,,,,32.5,34.5,32.5,2.0,,verified,TCU,Samford,True,favorite_cover
400548175,2014,1,2014-08-30,San Diego State,Northern Arizona,38,7,San Diego State,,,,16.5,17.5,16.5,1.0,,verified,San Diego State,Northern Arizona,True,favorite_cover
400547838,2014,1,2014-08-30,Texas Tech,Central Arkansas,42,35,Texas Tech,,,,34.0,28.0,,6.0,,source_variance,,,,no_line
400548006,2014,1,2014-08-30,Middle Tennessee,Savannah State,61,7,Middle Tennessee,,,,41.0,41.0,41.0,0.0,,verified,Middle Tennessee,Savannah State,True,favorite_cover
400547645,2014,1,2014-08-30,Memphis,Austin Peay,63,0,Memphis,,,,39.5,31.0,,8.5,,source_conflict,,,,no_line
400547646,2014,1,2014-08-30,South Florida,Western Carolina,36,31,South Florida,,,,27.0,26.0,27.0,1.0,,verified,South Florida,Western Carolina,False,underdog_cover
400548405,2014,1,2014-08-30,Arkansas State,Montana State,37,10,Arkansas State,,,,12.5,8.5,,4.0,,source_variance,,,,no_line
400548004,2014,1,2014-08-30,Florida International,Bethune-Cookman,12,14,Bethune-Cookman,,,,2.0,1.0,2.0,1.0,,verified,Florida International,Bethune-Cookman,False,underdog_cover
400548407,2014,1,2014-08-30,Texas State,Arkansas-Pine Bluff,65,0,Texas State,,,,31.5,28.0,,3.5,,source_variance,,,,no_line
400548096,2014,1,2014-08-30,Toledo,New Hampshire,54,20,Toledo,,,,11.5,10.5,11.5,1.0,,verified,Toledo,New Hampshire,True,favorite_cover
400547834,2014,1,2014-08-30,Oklahoma,Louisiana Tech,48,16,Oklahoma,38.0,sbro,sbro_same_source,34.0,37.5,,3.5,4.0,source_variance,,,,no_line
400547839,2014,1,2014-08-30,Kansas State,Stephen F. Austin,55,16,Kansas State,,,,41.5,43.0,41.5,1.5,,verified,Kansas State,Stephen F. Austin,False,underdog_cover
400548172,2014,1,2014-08-30,USC,Fresno State,52,13,USC,22.0,sbro,sbro_same_source,18.5,18.5,18.5,0.0,3.5,verified,USC,Fresno State,True,favorite_cover
400548009,2014,1,2014-08-30,Mississippi State,Southern Miss,49,0,Mississippi State,29.0,sbro,sbro_same_source,30.5,26.0,,4.5,-1.5,source_variance,,,,no_line
400547836,2014,1,2014-08-31,Texas,North Texas,38,7,Texas,24.5,sbro,sbro_same_source,20.5,26.5,,6.0,4.0,source_variance,,,,no_line
400547762,2014,1,2014-08-31,Oklahoma State,Florida State,31,37,Florida State,17.5,sbro,sbro_same_source,18.5,18.0,18.5,0.5,1.0,verified,Florida State,Oklahoma State,False,underdog_cover
400548011,2014,1,2014-08-31,New Mexico,UTEP,24,31,UTEP,7.5,sbro,sbro_same_source,10.0,6.5,,3.5,-2.5,source_variance,,,,no_line
400547643,2014,1,2014-08-31,East Carolina,North Carolina Central,52,7,East Carolina,,,,39.5,39.0,39.5,0.5,,verified,East Carolina,North Carolina Central,True,favorite_cover
400548000,2014,1,2014-08-31,LSU,Wisconsin,28,24,LSU,4.5,sbro,sbro_same_source,3.5,3.0,3.5,0.5,1.0,verified,LSU,Wisconsin,True,favorite_cover
400548173,2014,1,2014-08-31,Hawai'i,Washington,16,17,Washington,19.5,sbro,sbro_same_source,18.0,17.25,18.0,0.75,-1.5,verified,Washington,Hawai'i,False,underdog_cover
400548257,2014,1,2014-08-31,Oregon,South Dakota,62,13,Oregon,,,,54.0,51.0,,3.0,,source_variance,,,,no_line
400548178,2014,1,2014-08-31,Tennessee,Utah State,38,7,Tennessee,6.5,sbro,sbro_same_source,3.0,3.5,3.0,0.5,3.5,verified,Tennessee,Utah State,True,favorite_cover
400547648,2014,1,2014-08-31,Baylor,SMU,45,0,Baylor,31.5,sbro,sbro_same_source,31.5,32.5,31.5,1.0,0.0,verified,Baylor,SMU,True,favorite_cover
400547786,2014,1,2014-09-02,Louisville,Miami,31,13,Louisville,2.5,sbro,sbro_same_source,4.5,5.5,4.5,1.0,-2.0,verified,Louisville,Miami,True,favorite_cover
400548018,2014,2,2014-09-05,UTSA,Arizona,23,26,Arizona,7.0,sbro,sbro_same_source,7.5,8.0,7.5,0.5,0.5,verified,Arizona,UTSA,False,underdog_cover
400547729,2014,2,2014-09-05,Boston College,Pittsburgh,20,30,Pittsburgh,4.0,sbro,sbro_same_source,5.0,1.0,,4.0,-1.0,source_variance,,,,no_line
400548184,2014,2,2014-09-06,Nevada,Washington State,24,13,Nevada,0.0,sbro,sbro_same_source,3.0,3.0,3.0,0.0,3.0,verified,Washington State,Nevada,False,underdog_cover
400548098,2014,2,2014-09-06,Army,Buffalo,47,39,Army,3.0,sbro,sbro_same_source,3.0,1.0,3.0,2.0,0.0,verified,Buffalo,Army,False,underdog_cover
400547649,2014,2,2014-09-06,UConn,Stony Brook,19,16,UConn,,,,16.5,16.0,16.5,0.5,,verified,UConn,Stony Brook,False,underdog_cover
400548102,2014,2,2014-09-06,Toledo,Missouri,24,49,Missouri,6.0,sbro,sbro_same_source,3.5,5.5,3.5,2.0,-2.5,verified,Missouri,Toledo,True,favorite_cover
400548001,2014,2,2014-09-06,Wisconsin,Western Illinois,37,3,Wisconsin,,,,40.5,38.5,40.5,2.0,,verified,Wisconsin,Western Illinois,False,underdog_cover
400548013,2014,2,2014-09-06,Alabama,Florida Atlantic,41,0,Alabama,40.5,sbro,sbro_same_source,41.0,39.0,41.0,2.0,-0.5,verified,Alabama,Florida Atlantic,False,push
400547969,2014,2,2014-09-06,Nebraska,McNeese,31,24,Nebraska,,,,34.0,25.0,,9.0,,source_conflict,,,,no_line
400547994,2014,2,2014-09-06,Rutgers,Howard,38,25,Rutgers,,,,38.0,36.5,38.0,1.5,,verified,Rutgers,Howard,False,underdog_cover
400547653,2014,2,2014-09-06,North Texas,SMU,43,6,North Texas,4.0,sbro,sbro_same_source,3.0,4.0,3.0,1.0,1.0,verified,North Texas,SMU,True,favorite_cover
400547989,2014,2,2014-09-06,Purdue,Central Michigan,17,38,Central Michigan,2.0,sbro,sbro_same_source,3.0,2.5,3.0,0.5,-1.0,verified,Purdue,Central Michigan,False,underdog_cover
400547843,2014,2,2014-09-06,Iowa State,Kansas State,28,32,Kansas State,12.5,sbro,sbro_same_source,12.0,15.5,,3.5,-0.5,source_variance,,,,no_line
400547905,2014,2,2014-09-06,Illinois,Western Kentucky,42,34,Illinois,7.0,sbro,sbro_same_source,3.0,1.5,3.0,1.5,4.0,verified,Illinois,Western Kentucky,True,favorite_cover
400547986,2014,2,2014-09-06,Penn State,Akron,21,3,Penn State,18.5,sbro,sbro_same_source,14.0,18.0,,4.0,4.5,source_variance,,,,no_line
400548396,2014,2,2014-09-06,Tennessee,Arkansas State,34,19,Tennessee,17.5,sbro,sbro_same_source,16.0,14.5,16.0,1.5,1.5,verified,Tennessee,Arkansas State,False,underdog_cover
400547657,2014,2,2014-09-06,Tulsa,Oklahoma,7,52,Oklahoma,24.5,sbro,sbro_same_source,24.0,23.0,24.0,1.0,-0.5,verified,Oklahoma,Tulsa,True,favorite_cover
400547741,2014,2,2014-09-06,Clemson,South Carolina State,73,7,Clemson,,,,34.0,29.5,,4.5,,source_variance,,,,no_line
400547655,2014,2,2014-09-06,Temple,Navy,24,31,Navy,3.5,sbro,sbro_same_source,3.0,4.0,3.0,1.0,-0.5,verified,Navy,Temple,True,favorite_cover
400548104,2014,2,2014-09-06,Kent State,South Alabama,13,23,South Alabama,0.0,sbro,sbro_same_source,2.0,1.5,2.0,0.5,2.0,verified,South Alabama,Kent State,True,favorite_cover
400548017,2014,2,2014-09-06,Mississippi State,UAB,47,34,Mississippi State,29.0,sbro,sbro_same_source,29.0,28.5,29.0,0.5,0.0,verified,Mississippi State,UAB,False,underdog_cover
400548409,2014,2,2014-09-06,Georgia State,New Mexico State,31,34,New Mexico State,1.5,sbro,sbro_same_source,4.0,3.0,4.0,1.0,-2.5,verified,Georgia State,New Mexico State,False,underdog_cover
400548182,2014,2,2014-09-06,Utah,Fresno State,59,27,Utah,10.5,sbro,sbro_same_source,13.0,7.5,,5.5,-2.5,source_variance,,,,no_line
400548099,2014,2,2014-09-06,Massachusetts,Colorado,38,41,Colorado,17.0,sbro,sbro_same_source,17.5,17.0,17.5,0.5,0.5,verified,Colorado,Massachusetts,False,underdog_cover
400548262,2014,2,2014-09-06,California,Sacramento State,55,14,California,,,,28.0,25.5,,2.5,,source_variance,,,,no_line
400548261,2014,2,2014-09-06,Washington,Eastern Washington,59,52,Washington,,,,,14.0,14.0,,,single_source,Washington,Eastern Washington,False,underdog_cover
400547844,2014,2,2014-09-06,Oklahoma State,Missouri State,40,23,Oklahoma State,,,,33.0,32.5,33.0,0.5,,verified,Oklahoma State,Missouri State,False,underdog_cover
400547976,2014,2,2014-09-06,Northwestern,Northern Illinois,15,23,Northern Illinois,5.5,sbro,sbro_same_source,7.0,2.5,,4.5,-1.5,source_variance,,,,no_line
400547961,2014,2,2014-09-06,Minnesota,Middle Tennessee,35,24,Minnesota,17.5,sbro,sbro_same_source,14.0,14.0,14.0,0.0,3.5,verified,Minnesota,Middle Tennessee,False,underdog_cover
400547821,2014,2,2014-09-06,Virginia,Richmond,45,13,Virginia,,,,14.5,18.5,,4.0,,source_variance,,,,no_line
400548105,2014,2,2014-09-06,Bowling Green,VMI,48,7,Bowling Green,,,,38.5,38.0,38.5,0.5,,verified,Bowling Green,VMI,True,favorite_cover
400548100,2014,2,2014-09-06,Miami (OH),Eastern Kentucky,10,17,Eastern Kentucky,,,,5.5,3.0,,2.5,,source_variance,,,,no_line
400548260,2014,2,2014-09-06,Stanford,USC,10,13,USC,4.0,sbro,sbro_same_source,3.0,4.0,3.0,1.0,1.0,verified,Stanford,USC,False,underdog_cover
400547654,2014,2,2014-09-06,South Florida,Maryland,17,24,Maryland,11.0,sbro,sbro_same_source,11.0,10.0,11.0,1.0,0.0,verified,Maryland,South Florida,False,underdog_cover
400547929,2014,2,2014-09-06,Iowa,Ball State,17,13,Iowa,17.5,sbro,sbro_same_source,18.0,17.5,18.0,0.5,-0.5,verified,Iowa,Ball State,False,underdog_cover
400548103,2014,2,2014-09-06,Kentucky,Ohio,20,3,Kentucky,9.5,sbro,sbro_same_source,13.0,6.0,,7.0,-3.5,source_variance,,,,no_line
400547656,2014,2,2014-09-06,Tulane,Georgia Tech,21,38,Georgia Tech,10.5,sbro,sbro_same_source,7.5,10.5,,3.0,-3.0,source_variance,,,,no_line
400548101,2014,2,2014-09-06,Florida,Eastern Michigan,65,0,Florida,38.0,sbro,sbro_same_source,41.0,38.0,,3.0,-3.0,source_variance,,,,no_line
400548393,2014,2,2014-09-06,Arkansas,Nicholls,73,7,Arkansas,,,,41.5,40.5,41.5,1.0,,verified,Arkansas,Nicholls,True,favorite_cover
400548395,2014,2,2014-09-06,Vanderbilt,Ole Miss,3,41,Ole Miss,19.5,sbro,sbro_same_source,18.0,14.0,,4.0,-1.5,source_variance,,,,no_line
400547803,2014,2,2014-09-06,NC State,Old Dominion,46,34,NC State,16.5,sbro,sbro_same_source,15.5,17.0,15.5,1.5,1.0,verified,NC State,Old Dominion,False,underdog_cover
400548012,2014,2,2014-09-06,Florida International,Wagner,34,3,Florida International,,,,16.0,11.0,,5.0,,source_variance,,,,no_line
400548410,2014,2,2014-09-06,Georgia Southern,Savannah State,83,9,Georgia Southern,,,,40.5,42.0,40.5,1.5,,verified,Georgia Southern,Savannah State,True,favorite_cover
400548408,2014,2,2014-09-06,App State,Campbell,66,0,App State,,,,32.5,37.0,,4.5,,source_variance,,,,no_line
400547830,2014,2,2014-09-06,Wake Forest,Gardner-Webb,23,7,Wake Forest,,,,22.0,21.5,22.0,0.5,,verified,Wake Forest,Gardner-Webb,False,underdog_cover
400547953,2014,2,2014-09-06,Oregon,Michigan State,46,27,Oregon,11.5,sbro,sbro_same_source,14.0,11.0,,3.0,-2.5,source_variance,,,,no_line
400547787,2014,2,2014-09-06,Miami,Florida A&M,41,7,Miami,,,,45.0,46.5,45.0,1.5,,verified,Miami,Florida A&M,False,underdog_cover
400547780,2014,2,2014-09-06,Louisville,Murray State,66,21,Louisville,,,,35.0,37.5,,2.5,,source_variance,,,,no_line
400548014,2014,2,2014-09-06,Louisiana,Louisiana Tech,20,48,Louisiana Tech,12.5,sbro,sbro_same_source,15.5,16.0,15.5,0.5,-3.0,verified,Louisiana,Louisiana Tech,False,underdog_cover
400547847,2014,2,2014-09-06,Kansas,Southeast Missouri State,34,28,Kansas,,,,24.0,25.0,24.0,1.0,,verified,Kansas,Southeast Missouri State,False,underdog_cover
400548016,2014,2,2014-09-06,Southern Miss,Alcorn State,26,20,Southern Miss,,,,13.5,18.0,,4.5,,source_variance,,,,no_line
400548015,2014,2,2014-09-06,Marshall,Rhode Island,48,7,Marshall,,,,41.0,41.0,41.0,0.0,,verified,Marshall,Rhode Island,False,push
400547752,2014,2,2014-09-06,Troy,Duke,17,34,Duke,18.5,sbro,sbro_same_source,18.0,18.0,18.0,0.0,-0.5,verified,Duke,Troy,False,underdog_cover
400548186,2014,2,2014-09-06,Auburn,San José State,59,13,Auburn,29.0,sbro,sbro_same_source,34.0,29.0,,5.0,-5.0,source_variance,,,,no_line
400548185,2014,2,2014-09-06,New Mexico,Arizona State,23,58,Arizona State,27.0,sbro,sbro_same_source,25.0,27.0,25.0,2.0,-2.0,verified,Arizona State,New Mexico,True,favorite_cover
400547650,2014,2,2014-09-06,South Carolina,East Carolina,33,23,South Carolina,13.5,sbro,sbro_same_source,14.5,15.5,14.5,1.0,-1.0,verified,South Carolina,East Carolina,False,underdog_cover
400548411,2014,2,2014-09-06,UL Monroe,Idaho,38,31,UL Monroe,,,,,14.0,14.0,,,single_source,UL Monroe,Idaho,False,underdog_cover
400547944,2014,2,2014-09-06,Notre Dame,Michigan,31,0,Notre Dame,5.5,sbro,sbro_same_source,4.0,6.0,4.0,2.0,1.5,verified,Notre Dame,Michigan,True,favorite_cover
400547846,2014,2,2014-09-06,Texas,BYU,7,41,BYU,4.5,sbro,sbro_same_source,1.0,4.5,,3.5,3.5,source_variance,,,,no_line
400548394,2014,2,2014-09-06,LSU,Sam Houston,56,0,LSU,,,,31.0,33.0,31.0,2.0,,verified,LSU,Sam Houston,True,favorite_cover
400548397,2014,2,2014-09-06,Texas A&M,Lamar,73,3,Texas A&M,,,,46.5,44.5,46.5,2.0,,verified,Texas A&M,Lamar,True,favorite_cover
400547842,2014,2,2014-09-06,Baylor,Northwestern State,70,6,Baylor,,,,46.5,47.5,46.5,1.0,,verified,Baylor,Northwestern State,True,favorite_cover
400547841,2014,2,2014-09-06,West Virginia,Towson,54,0,West Virginia,,,,25.0,28.5,,3.5,,source_variance,,,,no_line
400547763,2014,2,2014-09-06,Florida State,The Citadel,37,12,Florida State,,,,56.5,58.5,56.5,2.0,,verified,Florida State,The Citadel,False,underdog_cover
400548188,2014,2,2014-09-07,Utah State,Idaho State,40,20,Utah State,,,,37.0,35.0,37.0,2.0,,verified,Utah State,Idaho State,False,underdog_cover
400547651,2014,2,2014-09-07,Houston,Grambling,47,0,Houston,,,,49.5,47.5,49.5,2.0,,verified,Houston,Grambling,False,underdog_cover
400547796,2014,2,2014-09-07,North Carolina,San Diego State,31,27,North Carolina,14.0,sbro,sbro_same_source,14.0,13.5,14.0,0.5,0.0,verified,North Carolina,San Diego State,False,underdog_cover
400547826,2014,2,2014-09-07,Ohio State,Virginia Tech,21,35,Virginia Tech,11.5,sbro,sbro_same_source,10.0,12.0,10.0,2.0,1.5,verified,Ohio State,Virginia Tech,False,underdog_cover
400547652,2014,2,2014-09-07,UCLA,Memphis,42,35,UCLA,24.5,sbro,sbro_same_source,22.0,24.0,22.0,2.0,2.5,verified,UCLA,Memphis,False,underdog_cover
400548187,2014,2,2014-09-07,UNLV,Northern Colorado,13,12,UNLV,,,,28.5,28.0,28.5,0.5,,verified,UNLV,Northern Colorado,False,underdog_cover
400548180,2014,2,2014-09-07,Wyoming,Air Force,17,13,Wyoming,1.5,sbro,sbro_same_source,1.0,1.0,1.0,0.0,0.5,verified,Wyoming,Air Force,True,favorite_cover
400548181,2014,2,2014-09-07,Boise State,Colorado State,37,24,Boise State,10.5,sbro,sbro_same_source,8.0,8.0,8.0,0.0,2.5,verified,Boise State,Colorado State,True,favorite_cover
400548183,2014,2,2014-09-07,Hawai'i,Oregon State,30,38,Oregon State,12.5,sbro,sbro_same_source,9.5,11.0,9.5,1.5,-3.0,verified,Oregon State,Hawai'i,False,underdog_cover
400547845,2014,2,2014-09-07,UTEP,Texas Tech,26,30,Texas Tech,19.0,sbro,sbro_same_source,21.0,18.0,,3.0,2.0,source_variance,,,,no_line
400548021,2014,3,2014-09-12,North Texas,Louisiana Tech,21,42,Louisiana Tech,6.5,sbro,sbro_same_source,3.0,4.0,3.0,1.0,3.5,verified,North Texas,Louisiana Tech,False,underdog_cover
400547658,2014,3,2014-09-12,BYU,Houston,33,25,BYU,16.5,sbro,sbro_same_source,17.0,14.0,,3.0,-0.5,source_variance,,,,no_line
400547659,2014,3,2014-09-12,Cincinnati,Toledo,58,34,Cincinnati,10.0,sbro,sbro_same_source,9.0,12.0,,3.0,1.0,source_variance,,,,no_line
400548106,2014,3,2014-09-13,Buffalo,Baylor,21,63,Baylor,31.0,sbro,sbro_same_source,33.0,27.0,,6.0,2.0,source_variance,,,,no_line
400547983,2014,3,2014-09-13,Ohio State,Kent State,66,0,Ohio State,32.0,sbro,sbro_same_source,31.5,26.5,,5.0,0.5,source_variance,,,,no_line
400547662,2014,3,2014-09-13,Virginia Tech,East Carolina,21,28,East Carolina,11.5,sbro,sbro_same_source,9.5,11.5,9.5,2.0,2.0,verified,Virginia Tech,East Carolina,False,underdog_cover
