game_id,season,home_team,away_team,date,cfbd_closing_spread,sbro_closing_spread,closing_spread_difference,market_data_quality_flag,cfbd_opening_spread,sbro_opening_spread,opening_spread_difference,opening_line_confidence
400944827,2017,Idaho,Sacramento State,2017-09-01,23.5,,,single_source,,,,
400945246,2017,Air Force,VMI,2017-09-02,35.0,34.5,0.5,verified,,,,
400938597,2017,UAB,Alabama A&M,2017-09-02,28.0,27.5,0.5,verified,,,,
400938596,2017,Old Dominion,UAlbany,2017-09-02,24.5,24.0,0.5,verified,,,,
400941790,2017,East Carolina,James Madison,2017-09-02,2.5,3.0,0.5,verified,,,,
400938593,2017,Louisiana Tech,Northwestern State,2017-09-02,39.5,40.0,0.5,verified,,,,
400938595,2017,North Texas,Lamar,2017-09-02,18.0,17.5,0.5,verified,,,,
400938888,2017,Coastal Carolina,Massachusetts,2017-09-02,2.5,3.0,0.5,verified,,3.0,,sbro_heuristic_only_unvalidated
400944829,2017,Texas State,Houston Christian,2017-09-02,17.0,16.5,0.5,verified,,,,
400944892,2017,Ohio,Hampton,2017-09-02,36.0,36.5,0.5,verified,,,,
400945251,2017,San José State,Cal Poly,2017-09-02,11.0,10.5,0.5,verified,,,,
400933839,2017,Middle Tennessee,Vanderbilt,2017-09-03,2.5,2.5,0.0,verified,,5.5,,sbro_heuristic_only_unvalidated
400945247,2017,New Mexico,Abilene Christian,2017-09-03,34.0,34.0,0.0,verified,,,,
400945252,2017,UNLV,Howard,2017-09-03,45.0,45.0,0.0,verified,,,,
400945249,2017,Hawai'i,Western Carolina,2017-09-03,22.5,23.5,1.0,verified,,,,
400945248,2017,Fresno State,Incarnate Word,2017-09-03,35.0,34.5,0.5,verified,,,,
400938600,2017,Florida International,Alcorn State,2017-09-08,20.0,20.0,0.0,verified,,,,
400938611,2017,UL Monroe,Southern Miss,2017-09-16,7.0,,,single_source,,,,
400935283,2017,Washington State,Nevada,2017-09-23,28.5,28.5,0.0,verified,,26.0,,sbro_heuristic_only_unvalidated
400945259,2017,Air Force,San Diego State,2017-09-23,1.5,1.0,0.5,verified,,4.5,,sbro_heuristic_only_unvalidated
400944901,2017,Central Michigan,Miami (OH),2017-09-23,1.5,1.0,0.5,verified,,2.5,,sbro_heuristic_only_unvalidated
400944843,2017,Coastal Carolina,Western Illinois,2017-09-23,3.0,3.0,0.0,verified,,,,
400938616,2017,Buffalo,Florida Atlantic,2017-09-23,2.0,1.5,0.5,verified,,3.0,,sbro_heuristic_only_unvalidated
400944903,2017,Western Michigan,Wagner,2017-09-23,37.0,36.5,0.5,verified,,,,
400938620,2017,Texas State,UTSA,2017-09-23,13.5,13.5,0.0,verified,,15.5,,sbro_heuristic_only_unvalidated
400938619,2017,New Mexico State,UTEP,2017-09-24,17.5,17.5,0.0,verified,,17.0,,sbro_heuristic_only_unvalidated
400937484,2017,Louisville,Murray State,2017-09-30,49.0,49.0,0.0,verified,,,,
400938890,2017,Massachusetts,Ohio,2017-09-30,4.5,5.0,0.5,verified,,8.5,,sbro_heuristic_only_unvalidated
400944986,2017,Kent State,Buffalo,2017-09-30,7.5,7.5,0.0,verified,,4.0,,sbro_heuristic_only_unvalidated
400944904,2017,Bowling Green,Akron,2017-09-30,3.0,3.0,0.0,verified,,1.0,,sbro_heuristic_only_unvalidated
400944905,2017,Western Michigan,Ball State,2017-09-30,13.0,13.0,0.0,verified,,12.0,,sbro_heuristic_only_unvalidated
400945263,2017,New Mexico,Air Force,2017-09-30,3.0,3.0,0.0,verified,,2.0,,sbro_heuristic_only_unvalidated
400945265,2017,Fresno State,Nevada,2017-10-01,7.5,7.5,0.0,verified,,9.0,,sbro_heuristic_only_unvalidated
400944987,2017,San Diego State,Northern Illinois,2017-10-01,9.5,9.0,0.5,verified,,12.0,,sbro_heuristic_only_unvalidated
400945266,2017,UNLV,San José State,2017-10-01,16.5,17.0,0.5,verified,,10.5,,sbro_heuristic_only_unvalidated
400945264,2017,Hawai'i,Colorado State,2017-10-01,7.0,6.5,0.5,verified,,9.0,,sbro_heuristic_only_unvalidated
