game_id,season,home_team,away_team,date,cfbd_closing_spread,sbro_closing_spread,closing_spread_difference,market_data_quality_flag,cfbd_opening_spread,sbro_opening_spread,opening_spread_difference,opening_line_confidence
401426553,2022,Army,UTSA,2022-09-10,1.75,2.0,0.25,verified,1.5,1.0,0.5,cross_validated_vs_cfbd
401411101,2022,Georgia Tech,Clemson,2022-09-06,24.5,24.0,0.5,verified,21.0,21.0,0.0,cross_validated_vs_cfbd
401404081,2022,Oklahoma,Kansas State,2022-09-25,13.75,13.5,0.25,verified,13.0,10.5,2.5,cross_validated_vs_cfbd
401403893,2022,Texas A&M,Arkansas,2022-09-24,1.25,1.5,0.25,verified,2.0,,,cross_validated_vs_cfbd
401404080,2022,Iowa State,Baylor,2022-09-24,2.5,2.5,0.0,verified,1.0,1.0,0.0,cross_validated_vs_cfbd
401404082,2022,Texas Tech,Texas,2022-09-24,7.0,7.0,0.0,verified,4.5,4.5,0.0,cross_validated_vs_cfbd
401404079,2022,Kansas,Duke,2022-09-24,7.25,7.0,0.25,verified,9.0,9.0,0.0,cross_validated_vs_cfbd
401415642,2022,East Carolina,UCF,2022-10-22,5.75,5.5,0.25,verified,4.5,5.5,1.0,cross_validated_vs_cfbd
401416625,2022,Ohio,Northern Illinois,2022-10-22,2.5,2.5,0.0,verified,1.5,1.0,0.5,cross_validated_vs_cfbd
401426355,2022,James Madison,Marshall,2022-10-22,9.5,9.5,0.0,verified,12.5,11.0,1.5,cross_validated_vs_cfbd
401426357,2022,Louisiana,Arkansas State,2022-10-22,6.25,6.0,0.25,verified,7.0,7.5,0.5,cross_validated_vs_cfbd
401426358,2022,Texas State,Southern Miss,2022-10-22,2.5,2.5,0.0,verified,1.0,1.0,0.0,cross_validated_vs_cfbd
401416633,2022,Ohio,Buffalo,2022-11-01,2.5,2.5,0.0,verified,3.0,3.0,0.0,cross_validated_vs_cfbd
401403920,2022,Ole Miss,Auburn,2022-10-15,15.5,,,single_source,15.5,,,
401403917,2022,Florida,LSU,2022-10-15,2.0,2.0,0.0,verified,3.0,2.0,1.0,cross_validated_vs_cfbd
401404140,2022,Army,UL Monroe,2022-10-22,6.5,6.5,0.0,verified,7.5,7.5,0.0,cross_validated_vs_cfbd
401416628,2022,Kent State,Akron,2022-10-22,15.75,16.0,0.25,verified,19.5,19.5,0.0,cross_validated_vs_cfbd
401416634,2022,Northern Illinois,Central Michigan,2022-11-02,4.5,,,single_source,4.0,,,
401416626,2022,Buffalo,Toledo,2022-10-22,7.0,7.0,0.0,verified,7.5,6.5,1.0,cross_validated_vs_cfbd
401416629,2022,Central Michigan,Bowling Green,2022-10-22,6.0,6.0,0.0,verified,7.5,8.5,1.0,cross_validated_vs_cfbd
401416624,2022,Ball State,Eastern Michigan,2022-10-22,2.5,2.5,0.0,verified,3.0,3.5,0.5,cross_validated_vs_cfbd
401426604,2022,Florida International,Florida Atlantic,2022-11-13,15.25,15.5,0.25,verified,15.0,16.5,1.5,cross_validated_vs_cfbd
401415217,2022,Wyoming,Air Force,2022-09-17,16.75,16.5,0.25,verified,15.0,15.5,0.5,cross_validated_vs_cfbd
401405088,2022,Ohio State,Toledo,2022-09-17,31.5,31.0,0.5,verified,31.5,31.0,0.5,cross_validated_vs_cfbd
401426556,2022,Clemson,Louisiana Tech,2022-09-18,33.5,33.5,0.0,verified,32.0,35.5,3.5,cross_validated_vs_cfbd
401411115,2022,Western Michigan,Pittsburgh,2022-09-17,10.25,10.0,0.25,verified,10.0,10.5,0.5,cross_validated_vs_cfbd
401416601,2022,Coastal Carolina,Buffalo,2022-09-17,11.75,12.0,0.25,verified,18.5,17.5,1.0,cross_validated_vs_cfbd
401405089,2022,Temple,Rutgers,2022-09-17,18.0,18.0,0.0,verified,17.0,17.5,0.5,cross_validated_vs_cfbd
401411113,2022,Virginia,Old Dominion,2022-09-17,8.25,8.5,0.25,verified,10.5,10.0,0.5,cross_validated_vs_cfbd
401403987,2022,Notre Dame,California,2022-09-17,13.5,13.5,0.0,verified,12.5,14.5,2.0,cross_validated_vs_cfbd
401426558,2022,UNLV,North Texas,2022-09-17,2.5,2.5,0.0,verified,2.5,2.5,0.0,cross_validated_vs_cfbd
401403988,2022,Minnesota,Colorado,2022-09-17,28.0,27.5,0.5,verified,27.0,25.0,2.0,cross_validated_vs_cfbd
401426333,2022,App State,Troy,2022-09-17,14.0,13.5,0.5,verified,13.0,14.0,1.0,cross_validated_vs_cfbd
401426560,2022,UAB,Georgia Southern,2022-09-17,11.5,12.0,0.5,verified,12.0,11.5,0.5,cross_validated_vs_cfbd
401415029,2022,Bowling Green,Marshall,2022-09-17,17.0,17.0,0.0,verified,18.5,18.0,0.5,cross_validated_vs_cfbd
401426554,2022,Georgia State,Charlotte,2022-09-17,19.5,19.5,0.0,verified,19.5,19.5,0.0,cross_validated_vs_cfbd
401426555,2022,Florida Atlantic,UCF,2022-09-17,7.5,7.5,0.0,verified,9.5,10.0,0.5,cross_validated_vs_cfbd
401403986,2022,Arizona State,Eastern Michigan,2022-09-18,20.5,20.5,0.0,verified,19.5,20.5,1.0,cross_validated_vs_cfbd
401426366,2022,Old Dominion,Marshall,2022-11-05,3.5,3.5,0.0,verified,2.5,2.5,0.0,cross_validated_vs_cfbd
401426369,2022,Southern Miss,Georgia State,2022-11-05,2.25,2.0,0.25,verified,2.5,2.5,0.0,cross_validated_vs_cfbd
401426365,2022,Georgia Southern,South Alabama,2022-11-05,3.5,3.5,0.0,verified,5.0,5.0,0.0,cross_validated_vs_cfbd
401426367,2022,Louisiana,Troy,2022-11-05,3.5,3.5,0.0,verified,4.0,4.0,0.0,cross_validated_vs_cfbd
401426368,2022,UL Monroe,Texas State,2022-11-05,2.5,,,single_source,0.0,,,
